HOUSEID,PERSONID,R_AGE,R_SEX,EDUC,NUMADLT,VEHID,HHVEHCNT,VEHFUEL,VEHAGE,HOMEOWN,DRVRCNT,HHFAMINC,HHSIZE,URBANSIZE,URBRUR,WRKCOUNT,HOMETYPE,YOUNGCHILD
9000106773,1,59,2,6,1,1,1,1,6,1,1,7,1,3,1,0,1,0
9000106792,1,77,1,8,2,1,2,1,26,2,1,6,2,1,1,1,1,0
9000106803,1,60,1,3,2,2,2,1,9,2,2,7,2,4,1,2,1,0
9000106804,2,70,1,4,2,1,2,1,3,2,2,9,2,6,2,2,1,0
9000106833,1,45,1,4,2,2,2,1,2,1,2,6,5,1,1,1,2,0
9000106834,2,60,2,7,2,1,5,1,6,1,2,9,2,1,1,2,1,0
9000106851,1,63,2,6,1,1,1,1,1,1,1,4,1,2,1,0,1,0
9000106857,1,73,1,6,1,2,3,1,12,2,1,7,1,2,1,0,1,0
9000106868,1,54,1,6,1,2,2,1,5,1,1,8,1,3,1,0,2,0
9000106874,1,63,2,4,1,1,1,2,7,2,1,7,1,6,2,1,2,0
9000106877,1,81,1,6,2,2,2,2,8,1,2,7,2,5,1,0,1,0
9000106879,1,58,1,5,2,2,2,1,5,3,2,6,2,2,1,1,1,0
9000106888,1,70,1,4,2,2,2,1,6,1,2,7,2,3,1,0,1,0
9000106893,1,72,1,5,1,2,4,1,17,2,1,5,1,6,2,0,1,0
9000106897,1,57,1,5,1,1,2,1,4,1,1,6,1,6,2,1,1,0
9000106904,1,63,2,3,1,1,1,1,7,2,1,7,1,4,1,1,1,0
9000106911,2,65,2,4,2,2,2,1,2,2,2,5,2,2,1,1,2,0
9000106920,1,72,2,6,3,1,1,1,14,2,3,9,3,4,1,2,3,0
9000106927,1,54,1,6,2,2,2,1,3,1,2,8,2,6,2,2,1,0
9000106949,1,38,1,6,2,1,2,1,2,1,2,6,5,6,2,2,1,1
9000106955,1,45,2,6,1,2,2,1,8,1,3,5,3,6,2,2,1,0
9000106960,1,75,2,7,1,1,1,1,11,2,1,6,1,4,1,1,2,0
9000106964,1,42,2,4,2,1,2,1,4,1,2,6,2,6,1,2,2,0
9000106979,1,27,1,4,2,2,2,1,2,1,2,8,3,6,1,2,1,1
9000106981,1,71,1,5,2,1,1,1,1,1,2,8,2,6,1,0,2,0
9000106999,1,23,1,3,1,1,1,1,10,1,1,6,1,4,1,1,1,0
9000107006,2,87,2,2,2,2,2,1,5,1,1,5,2,6,2,1,4,0
9000107013,1,34,1,6,2,1,1,5,2,3,2,11,3,2,1,2,3,1
9000107034,1,81,1,4,1,1,2,1,1,2,1,7,1,5,1,0,1,0
9000107057,2,66,1,6,2,3,3,1,1,2,2,11,2,5,1,0,1,0
9000107064,1,26,2,6,1,1,1,1,10,3,1,5,1,1,1,1,3,0
9000107066,1,54,2,5,3,1,2,1,5,3,2,8,3,6,1,2,1,0
9000107083,1,35,1,3,1,1,1,1,1,4,1,1,1,6,1,0,1,0
9000107084,2,77,1,6,2,2,2,1,9,2,2,6,2,6,2,0,1,0
9000107089,1,27,2,7,2,2,2,1,5,3,2,7,3,5,1,2,3,1
9000107111,1,43,2,5,1,1,1,1,19,4,1,4,1,3,1,1,1,0
9000107117,1,35,1,3,2,2,2,1,6,1,2,6,6,6,2,1,1,2
9000107120,1,21,2,6,1,1,1,1,3,3,1,1,1,5,1,0,3,0
9000107138,2,83,2,3,2,1,1,1,1,3,1,7,2,3,1,1,1,0
9000107149,1,42,1,7,2,2,2,1,4,1,2,11,5,3,1,2,1,1
9000107169,1,56,1,4,2,1,2,1,17,1,2,10,2,6,1,2,1,0
9000107175,1,62,1,7,2,2,2,1,6,1,2,8,2,3,1,2,1,0
9000107180,2,56,1,6,3,1,4,1,8,1,3,9,3,5,1,0,1,0
9000107182,1,67,2,8,1,1,1,1,3,2,1,1,1,4,1,0,2,0
9000107187,1,77,2,4,1,2,2,1,10,4,1,5,1,6,1,0,2,0
9000107190,1,31,2,7,1,1,1,1,9,3,1,2,1,6,1,1,3,0
9000107193,2,54,2,6,4,1,4,1,2,1,4,7,4,2,1,3,1,0
9000107205,1,58,1,7,3,1,2,6,1,1,3,11,3,6,2,1,1,0
9000107207,2,53,1,3,2,2,2,1,1,1,2,7,2,1,1,2,1,0
9000107220,2,73,1,2,2,3,3,1,3,3,2,1,2,1,1,0,1,0
9000107221,1,70,1,6,1,1,1,1,7,3,1,4,1,2,1,0,3,0
9000107227,1,66,2,6,1,1,2,5,6,2,1,7,1,5,1,1,1,0
9000107231,1,40,2,7,2,1,1,1,4,3,2,10,2,4,1,2,3,0
9000107232,1,62,1,6,2,1,2,1,6,3,2,9,2,2,1,1,3,0
9000107249,1,63,2,6,1,1,1,1,4,2,1,5,1,5,1,1,1,0
9000107281,2,42,1,5,2,2,3,1,4,1,2,6,4,6,2,0,1,0
9000107297,1,44,2,6,1,1,1,1,12,1,1,10,1,4,1,1,3,0
9000107298,2,31,1,7,2,1,1,1,7,3,2,7,2,4,1,1,3,0
9000107305,1,51,1,6,2,1,3,1,14,2,2,7,4,4,1,1,1,0
9000107313,1,32,1,6,2,1,1,1,9,1,1,9,4,5,1,1,1,2
9000107323,2,51,2,7,3,1,3,1,4,1,4,11,5,6,1,4,1,0
9000107328,1,42,1,7,2,1,1,1,5,3,2,7,4,5,1,1,3,0
9000107341,1,60,2,5,3,2,4,1,15,2,3,6,3,6,2,2,1,0
9000107344,1,80,1,7,2,1,2,1,1,1,2,11,2,3,1,0,1,0
9000107346,2,70,1,5,2,2,2,1,3,2,2,4,2,4,1,1,2,0
9000107358,2,81,2,6,2,2,2,1,6,2,1,8,2,3,1,0,1,0
9000107362,1,66,2,3,2,1,1,1,10,1,1,4,2,1,1,0,1,0
9000107381,1,64,1,4,3,1,2,1,4,2,2,11,3,4,1,2,1,0
9000107391,1,31,1,6,2,1,1,1,7,1,2,6,4,6,1,1,1,2
9000107422,1,73,1,6,2,2,2,1,1,2,2,7,2,1,1,0,1,0
9000107423,1,70,2,4,1,1,1,1,6,1,1,7,1,5,1,0,1,0
9000107440,1,79,1,3,2,1,2,1,2,2,2,5,2,6,2,0,1,0
9000107454,1,47,1,5,2,1,2,1,2,1,3,9,5,2,1,3,1,0
9000107464,1,33,1,5,1,1,1,1,15,3,1,6,1,5,1,1,2,0
9000107465,2,40,1,3,2,1,2,1,4,1,2,7,5,6,2,1,4,0
9000107469,1,72,2,6,2,1,3,1,3,1,2,6,2,1,1,0,1,0
9000107479,2,61,1,6,2,1,3,1,3,1,2,11,2,6,2,2,1,0
9000107483,1,73,2,6,2,1,2,1,4,1,2,11,2,3,1,0,1,0
9000107487,4,75,1,3,4,1,3,1,6,1,4,8,4,1,1,3,1,0
9000107489,1,73,1,4,1,1,1,1,3,2,1,7,1,2,1,0,4,0
9000107494,1,32,2,7,2,2,2,1,12,1,2,8,4,5,1,0,1,2
9000107512,2,49,-7,7,2,1,2,1,3,3,2,7,2,1,1,1,3,0
9000107513,1,72,1,3,2,1,1,1,6,2,2,3,2,1,1,0,1,0
9000107541,1,58,2,8,3,1,4,1,18,2,3,11,3,1,1,3,1,0
9000107550,1,53,1,4,1,1,1,1,4,3,1,1,1,5,1,0,2,0
9000107559,2,27,1,5,2,2,2,1,2,3,2,3,2,5,1,0,3,0
9000107560,2,26,1,6,2,2,2,1,4,1,2,10,2,3,1,2,1,0
9000107565,2,65,1,4,3,1,2,1,1,1,2,6,3,6,2,1,1,0
9000107590,1,64,2,2,2,3,3,1,5,1,2,7,2,6,2,2,1,0
9000107597,2,57,2,6,2,1,2,1,1,1,2,7,2,6,1,1,1,0
9000107631,1,38,2,6,1,1,1,1,6,1,1,6,1,1,1,1,1,0
9000107645,1,40,1,6,2,2,2,1,1,1,2,11,3,6,2,1,1,1
9000107658,1,49,2,4,1,2,2,1,1,3,1,6,1,1,1,0,3,0
9000107661,1,67,1,7,1,1,1,1,6,1,1,6,1,5,1,1,1,0
9000107675,2,40,1,3,2,2,4,1,17,3,3,3,4,6,2,1,1,0
9000107684,2,69,1,4,2,1,6,1,1,1,2,5,2,6,2,0,1,0
9000107689,2,75,1,8,2,1,2,1,7,1,2,8,2,6,2,0,1,0
9000107691,2,74,2,2,2,1,2,1,12,2,2,4,2,6,2,0,1,0
9000107697,1,41,2,7,1,1,1,1,8,2,1,4,1,1,1,0,4,0
9000107699,1,83,2,3,1,1,1,1,1,2,1,3,1,6,2,0,1,0
9000107705,2,42,1,6,2,2,2,1,2,1,2,8,2,6,2,2,1,0
9000107713,1,68,2,4,1,1,1,1,1,3,1,5,1,2,1,1,2,0
9000107727,1,57,1,7,3,2,2,1,14,1,2,6,4,6,2,3,1,0
9000107747,1,51,2,4,3,2,2,1,10,3,2,4,4,2,1,2,2,0
9000107753,1,41,1,6,1,1,1,1,12,3,1,4,1,1,1,1,3,0
9000107772,2,39,2,6,2,2,3,1,1,1,2,6,2,6,2,0,5,0
9000107779,1,61,2,8,2,2,2,1,6,2,2,7,2,6,2,1,1,0
9000107783,2,35,1,4,2,1,1,1,13,2,2,6,2,3,1,1,1,0
9000107787,1,61,1,3,2,1,2,1,7,1,2,10,4,5,1,2,1,0
9000107797,1,76,1,6,2,1,2,1,7,2,2,11,2,6,2,0,1,0
9000107801,1,71,1,6,2,2,2,1,4,2,2,7,2,6,2,0,1,0
9000107809,1,38,2,1,1,1,1,1,18,3,1,3,1,6,2,1,4,0
9000107825,1,62,2,4,2,2,2,1,12,3,2,5,2,3,1,1,1,0
9000107829,1,80,1,4,1,1,1,1,12,2,1,3,1,2,1,0,1,0
9000107831,2,24,2,4,2,1,3,1,1,1,2,6,2,6,2,2,1,0
9000107847,2,59,2,3,2,1,2,1,5,1,2,8,2,5,1,2,1,0
9000107861,1,88,1,3,1,1,1,1,19,2,1,4,1,5,1,0,1,0
9000107867,1,31,1,8,1,1,1,1,14,3,1,10,1,3,1,1,3,0
9000107902,2,92,2,3,2,1,1,1,12,1,2,3,2,6,2,0,1,0
9000107908,1,34,2,8,2,1,2,1,5,3,2,8,2,6,2,2,1,0
9000107913,1,64,1,7,1,1,1,1,5,1,1,-7,1,3,1,1,2,0
9000107929,2,68,1,3,2,2,3,1,5,1,2,6,2,6,2,0,1,0
9000107930,1,64,2,3,1,1,2,1,7,2,1,6,1,6,2,1,4,0
9000107932,1,72,1,6,2,1,2,1,6,2,2,6,2,6,2,0,1,0
9000107942,2,37,2,3,2,2,5,2,4,1,2,9,2,6,2,0,1,0
9000107951,2,30,2,6,2,3,4,6,11,1,2,7,2,6,2,1,1,0
9000107956,2,70,2,4,2,2,2,1,4,1,2,7,2,6,2,2,4,0
9000107970,1,56,2,7,2,1,2,1,2,1,2,8,4,6,1,2,1,0
9000107980,1,34,2,5,3,1,3,1,9,2,3,7,3,6,2,3,1,0
9000107987,1,53,1,5,1,1,1,1,4,1,1,6,1,6,2,1,1,0
9000107995,1,69,2,3,2,1,2,1,1,2,2,6,2,6,2,0,4,0
9000108010,2,67,2,6,2,3,3,1,2,1,2,8,2,6,2,0,1,0
9000108014,2,66,1,5,2,2,3,2,2,2,2,7,2,6,2,2,1,0
9000108017,1,82,1,6,1,1,1,1,10,2,1,6,1,6,2,0,1,0
9000113582,1,44,1,7,2,2,3,1,1,1,2,6,5,6,2,2,1,0
9000113591,1,71,2,4,2,2,2,1,2,1,2,5,2,5,1,0,1,0
9000113599,1,73,1,7,2,1,2,1,6,2,2,6,2,5,1,1,1,0
9000113606,1,70,1,7,2,1,2,5,2,2,2,8,2,5,1,0,1,0
9000113619,1,63,2,6,2,2,2,1,11,2,2,8,2,5,1,1,1,0
9000113623,1,51,1,6,2,3,3,1,10,1,2,10,3,6,2,2,1,0
9000113631,1,80,2,2,1,1,1,1,8,3,1,5,1,6,2,0,3,0
9000113645,2,39,2,8,2,2,2,1,4,3,2,3,2,5,1,1,3,0
9000113648,1,74,1,4,1,1,3,1,40,1,1,5,1,4,1,0,1,0
9000113654,1,72,1,8,2,1,1,1,7,2,2,10,2,5,1,0,1,0
9000113664,1,59,1,7,1,1,1,1,9,1,1,10,1,4,1,1,1,0
9000113667,2,60,1,5,2,1,2,1,4,1,2,10,2,3,1,1,1,0
9000113671,1,78,1,7,2,1,1,1,7,2,2,8,2,1,1,0,3,0
9000113674,2,78,2,1,3,1,1,1,19,2,2,3,3,1,1,2,1,0
9000113681,1,34,1,6,1,1,1,1,9,3,1,9,1,4,1,1,3,0
9000113683,2,38,2,6,2,3,3,1,3,1,2,6,4,6,2,2,1,1
9000113692,1,28,1,4,2,1,1,1,2,3,1,4,2,6,1,2,3,0
9000113715,1,48,2,5,1,1,1,1,4,3,1,6,1,1,1,1,1,0
9000113718,1,26,2,6,2,1,2,1,3,3,2,6,2,4,1,2,3,0
9000113722,2,54,2,6,4,1,3,1,1,1,3,8,4,5,1,2,1,0
9000113725,1,47,2,6,2,2,2,1,2,1,2,11,4,5,1,1,1,0
9000113737,1,32,-7,5,1,1,1,1,3,1,1,8,1,4,1,1,2,0
9000113751,2,63,1,6,2,2,2,1,8,2,2,8,2,3,1,1,1,0
9000113760,2,36,2,7,2,2,2,1,2,1,2,7,6,6,1,1,1,2
9000113762,1,34,1,4,1,1,1,1,26,3,1,4,1,2,1,1,3,0
9000113786,1,55,2,6,2,1,2,1,1,1,2,8,2,3,1,1,1,0
9000113791,1,74,1,8,2,1,1,1,1,1,2,6,2,2,1,0,1,0
9000113794,1,29,1,7,2,1,2,1,3,1,2,9,2,4,1,2,1,0
9000113797,1,36,2,7,1,1,1,6,9,3,1,5,1,5,1,0,3,0
9000113802,2,30,1,6,2,2,2,1,7,1,2,11,2,3,1,2,1,0
9000113806,1,36,2,4,1,1,1,1,3,3,0,4,4,6,2,0,1,2
9000113811,2,56,2,3,2,2,2,1,3,1,2,8,2,5,1,2,1,0
9000113817,1,45,1,6,1,1,1,1,1,3,1,6,1,5,1,1,3,0
9000113828,1,58,1,8,4,1,3,1,2,1,4,10,5,2,1,3,1,0
9000113847,2,61,1,5,3,3,4,1,10,2,3,9,3,5,1,3,1,0
9000113850,2,52,2,5,3,2,2,4,4,1,3,10,3,1,1,0,1,0
9000113864,1,54,1,6,2,2,2,1,5,1,2,7,2,6,2,2,1,0
9000113869,1,39,2,5,2,1,1,1,4,1,1,3,2,6,2,1,1,0
9000113876,2,63,1,6,5,1,2,1,1,1,3,10,5,4,1,2,1,0
9000113887,1,62,1,6,1,1,1,1,15,1,1,4,2,4,1,0,1,0
9000113893,2,65,1,5,2,1,5,1,1,1,2,5,2,5,1,1,1,0
9000113910,1,63,1,6,3,2,3,1,5,2,3,8,3,4,1,1,1,0
9000113918,2,42,2,5,2,1,2,1,7,3,2,5,3,1,1,1,3,0
9000113927,1,79,1,8,2,2,2,1,3,2,2,11,2,5,1,0,1,0
9000113928,1,48,2,6,2,3,3,1,3,3,2,5,2,5,1,1,1,0
9000113929,1,71,1,4,2,1,2,1,2,2,1,7,2,1,1,0,1,0
9000113931,1,57,1,6,3,1,3,5,1,1,3,7,3,6,2,2,1,0
9000113943,2,36,1,6,2,2,2,5,1,1,2,11,2,6,1,2,1,0
9000113947,2,48,1,7,4,1,3,1,3,1,3,10,5,4,1,4,1,0
9000113948,2,71,1,6,2,1,2,1,17,1,2,6,2,4,1,1,2,0
9000113960,1,58,1,7,2,1,2,1,1,2,2,9,2,5,1,1,1,0
9000113965,3,33,1,3,3,1,1,1,19,2,2,3,3,6,2,1,1,0
9000113974,2,48,-7,6,2,1,2,1,14,3,2,8,2,1,1,2,1,0
9000113980,1,57,1,6,1,1,1,1,8,1,1,5,1,5,1,0,1,0
9000113981,2,81,2,3,2,1,2,1,10,3,1,2,2,6,1,0,2,0
9000114001,1,72,1,3,2,2,2,1,18,2,2,4,2,3,1,0,4,0
9000114009,1,84,1,7,2,1,1,1,1,2,2,9,2,4,1,0,4,0
9000114015,1,48,1,6,2,1,2,6,9,1,2,10,4,5,1,1,1,0
9000114017,2,44,2,6,2,2,2,1,10,3,2,5,5,4,1,2,2,0
9000114021,2,42,1,3,2,1,1,1,8,3,2,4,2,4,1,0,3,0
9000114025,1,71,2,6,2,1,2,1,7,2,2,10,2,2,1,0,3,0
9000114045,1,63,1,7,2,2,2,1,15,1,2,11,2,5,1,1,1,0
9000114054,1,30,2,5,2,1,3,2,15,1,2,7,4,6,2,1,1,2
9000114079,1,77,2,7,1,1,1,6,11,2,1,7,1,5,1,0,1,0
9000114080,1,34,1,6,1,1,2,1,8,2,1,6,1,6,2,1,1,0
9000114113,3,33,1,6,3,2,2,1,15,2,2,1,3,6,2,0,1,0
9000114114,1,61,2,4,2,3,3,1,6,1,2,6,2,5,1,1,1,0
9000114119,1,60,2,5,3,3,3,1,4,1,3,7,3,6,2,2,1,0
9000114144,1,38,1,8,2,3,3,2,3,1,2,11,2,6,2,1,1,0
9000114165,2,59,1,5,2,1,2,1,5,1,2,7,2,6,2,1,1,0
9000114168,1,78,1,3,1,1,1,1,2,2,1,1,1,1,1,0,1,0
9000114185,2,33,1,5,2,1,3,4,1,1,2,7,2,2,1,2,1,0
9000114189,2,78,1,5,2,1,2,1,4,1,2,7,2,5,1,0,1,0
9000114198,1,72,2,7,1,1,1,1,1,2,1,8,1,2,1,0,1,0
9000114217,1,24,1,4,2,1,2,1,8,3,2,3,2,3,1,2,3,0
9000114246,2,77,1,2,5,2,2,1,1,1,5,7,6,5,1,1,1,0
9000114250,1,53,1,6,2,2,3,5,1,2,2,11,2,6,2,2,1,0
9000114259,1,86,2,7,1,1,2,1,5,1,1,7,1,2,1,0,1,0
9000114284,1,69,1,4,2,1,2,1,3,2,2,6,2,5,1,0,1,0
9000114333,1,79,1,5,1,1,1,1,6,3,1,5,1,4,1,0,3,0
9000114338,1,60,2,3,1,1,1,1,1,3,1,4,1,6,2,1,3,0
9000114343,2,61,1,2,3,2,2,1,6,3,3,9,3,1,1,2,2,0
9000114349,1,52,1,4,1,1,2,1,11,4,1,2,1,5,1,0,1,0
9000114371,2,43,2,6,2,2,2,5,4,1,2,10,5,4,1,1,2,1
9000114388,1,60,2,5,2,1,2,1,16,1,2,2,2,6,2,2,1,0
9000114396,2,36,2,3,2,2,2,1,3,1,2,5,4,6,1,2,1,0
9000114419,1,40,1,7,2,2,2,1,2,1,2,10,4,2,1,2,1,2
9000114422,1,75,2,6,1,1,1,1,5,2,1,7,1,3,1,0,1,0
9000114427,1,39,1,7,2,2,2,1,9,1,2,9,4,6,2,2,1,0
9000114429,2,46,2,5,3,3,4,6,1,3,3,-7,3,4,1,1,3,0
9000114435,1,31,1,6,1,1,1,1,9,3,1,3,1,5,1,1,3,0
9000114455,1,24,1,6,1,1,2,1,6,1,1,6,1,4,1,1,1,0
9000114476,1,74,1,3,2,1,2,1,7,2,2,-7,2,5,1,0,1,0
9000114483,2,64,1,3,3,1,2,1,3,2,1,3,3,3,1,0,1,0
9000114487,2,73,1,7,2,1,2,1,2,1,2,6,2,6,1,1,1,0
9000114506,1,60,1,6,3,3,3,1,1,1,2,11,3,1,1,1,1,0
9000114509,1,86,1,7,2,1,3,1,1,1,2,9,2,6,2,0,1,0
9000114521,1,73,2,8,1,1,1,1,6,1,1,5,1,5,1,1,1,0
9000114522,2,33,1,5,2,1,2,1,9,1,2,8,2,4,1,2,1,0
9000114528,1,56,2,5,5,4,4,1,3,1,5,9,5,2,1,3,1,0
9000114543,2,44,1,3,2,2,2,1,10,1,2,6,4,3,1,2,1,0
9000114554,1,58,2,8,1,1,1,1,6,1,1,5,1,3,1,0,3,0
9000114576,1,42,1,4,2,2,4,1,6,1,2,11,2,6,2,2,1,0
9000114580,1,37,2,6,1,1,1,1,7,3,1,6,1,5,1,0,3,0
9000114587,1,80,1,6,2,3,3,1,1,2,2,11,2,5,1,0,1,0
9000114590,3,86,2,3,3,2,2,1,4,1,2,8,3,1,1,2,1,0
9000114605,2,31,2,6,2,1,2,1,4,3,2,8,2,4,1,2,3,0
9000114609,1,53,1,6,2,2,2,1,4,1,2,11,4,2,1,2,1,0
9000114611,1,43,1,6,2,1,2,1,9,1,2,10,2,5,1,2,2,0
9000114617,2,59,2,3,2,1,3,5,1,1,2,11,3,6,2,2,1,0
9000114626,1,83,1,7,2,1,3,1,4,2,2,8,2,1,1,0,1,0
9000114640,1,52,2,4,3,1,3,1,5,1,3,11,3,4,1,3,1,0
9000114652,2,82,2,3,2,2,2,2,30,2,1,-7,2,6,2,0,4,0
9000114658,1,58,1,6,3,1,3,1,3,1,3,10,3,4,1,2,1,0
9000114666,2,70,1,7,2,1,2,1,10,1,2,10,2,6,2,2,1,0
9000114675,1,58,1,7,2,1,2,1,4,1,2,11,2,3,1,2,1,0
9000114684,2,55,2,6,3,3,3,1,2,1,3,9,3,6,1,3,1,0
9000114685,1,32,1,5,1,1,1,1,6,1,1,5,1,5,1,1,2,0
9000114695,1,68,1,5,3,1,2,1,5,1,3,7,3,6,1,1,1,0
9000114733,2,68,1,3,3,1,2,1,3,1,3,7,3,2,1,2,1,0
9000114741,1,83,1,5,2,1,2,1,10,2,2,5,2,2,1,0,1,0
9000114746,1,41,1,7,2,1,2,1,3,3,2,10,2,2,1,2,1,0
9000114754,1,70,1,7,1,2,2,1,8,1,1,7,1,2,1,0,1,0
9000114760,1,64,1,4,2,2,2,1,4,2,2,7,2,5,1,1,1,0
9000114762,1,49,2,5,2,1,2,1,8,1,2,5,2,6,2,0,1,0
9000114773,1,77,1,7,2,2,2,1,3,2,2,2,2,4,1,0,1,0
9000114775,2,44,1,4,2,2,2,1,6,1,2,7,4,4,1,2,1,2
9000114782,1,57,1,6,2,3,3,1,15,1,2,11,2,5,1,2,1,0
9000114786,1,72,1,4,1,2,2,1,20,1,1,6,1,6,1,0,1,0
9000114795,1,66,1,7,2,1,2,4,1,2,2,7,2,1,1,0,1,0
9000114796,1,30,1,7,1,1,1,1,1,1,1,7,1,4,1,1,3,0
9000114801,1,38,2,7,2,2,2,1,1,1,2,7,5,2,1,2,1,1
9000114812,1,54,1,3,3,2,3,1,1,1,3,8,4,6,1,3,1,1
9000114816,1,69,2,8,1,1,1,1,1,2,1,4,1,5,1,0,3,0
9000114821,1,24,2,2,1,1,1,1,11,3,1,1,2,2,1,1,3,1
9000114841,1,75,2,7,2,1,3,1,1,2,2,10,2,5,1,0,1,0
9000114844,1,30,1,6,2,2,2,1,4,1,2,-7,2,5,1,2,1,0
9000114849,2,31,1,8,2,1,2,1,1,1,2,10,2,6,2,2,1,0
9000114855,1,42,1,6,2,1,2,1,5,1,2,10,4,5,1,1,1,2
9000114867,1,73,1,5,1,1,1,1,21,2,1,3,1,6,2,0,1,0
9000114870,1,79,1,6,2,2,2,1,7,2,1,8,2,6,1,0,1,0
9000114871,2,76,1,7,2,1,5,4,6,2,2,7,2,6,2,0,1,0
9000114901,1,19,1,3,2,1,1,1,15,3,1,3,2,5,1,2,3,0
9000114915,1,70,1,7,2,2,2,1,3,1,2,7,2,5,1,0,1,0
9000114923,1,42,2,5,2,1,3,1,1,1,3,10,5,1,1,2,1,0
9000114929,1,77,2,6,1,1,1,1,17,1,1,6,1,5,1,0,1,0
9000114944,2,64,2,2,2,1,1,1,16,1,1,6,2,1,1,1,1,0
9000114946,1,85,1,3,2,1,1,1,11,2,1,4,2,1,1,0,1,0
9000114952,2,79,2,3,2,2,3,1,3,2,2,11,2,3,1,1,2,0
9000114956,1,70,1,4,1,1,1,1,2,1,1,6,1,4,1,0,1,0
9000114976,1,76,1,6,2,1,1,1,1,2,2,7,2,5,1,0,2,0
9000115012,2,68,1,5,2,2,2,1,4,2,2,5,2,6,1,0,1,0
9000115035,1,78,1,7,1,1,2,6,1,2,1,6,1,6,2,1,4,0
9000115059,2,39,1,7,2,1,1,1,15,1,2,7,4,2,1,0,1,2
9000115060,1,31,1,4,2,2,2,1,1,1,2,7,3,5,1,2,1,1
9000115061,2,55,2,6,2,1,2,1,16,1,1,5,2,6,2,1,1,0
9000115067,1,40,1,5,2,1,2,1,2,3,2,7,2,4,1,2,3,0
9000115098,2,85,2,7,2,1,2,1,14,2,2,8,2,3,1,0,1,0
9000115103,1,72,2,8,2,2,3,5,6,2,2,11,2,2,1,2,1,0
9000115108,1,53,1,6,3,1,3,6,2,1,3,10,3,3,1,3,1,0
9000115110,2,37,1,2,2,2,2,1,11,3,2,4,5,6,2,0,1,2
9000115116,2,66,1,6,2,2,2,1,4,2,2,6,2,1,1,0,1,0
9000115125,1,73,1,4,2,1,2,1,5,1,2,8,2,6,1,0,1,0
9000115129,1,58,1,6,2,2,4,1,16,1,2,8,3,4,1,1,1,0
9000115147,1,51,1,4,3,1,3,1,6,1,3,6,3,6,2,2,1,0
9000115149,2,75,1,5,2,2,4,1,4,2,2,8,2,6,2,0,1,0
9000115154,1,63,1,4,2,2,2,1,5,1,2,6,2,6,2,0,1,0
9000115174,1,84,2,6,1,1,1,1,16,3,1,3,1,1,1,0,3,0
9000115184,1,75,2,4,1,1,1,1,9,2,1,3,1,4,1,0,1,0
9000115191,1,34,2,6,1,1,1,1,15,3,1,5,3,1,1,1,3,0
9000115194,1,73,1,4,1,1,1,1,18,3,1,2,1,6,1,0,3,0
9000115198,1,37,1,6,2,2,3,1,6,3,2,8,2,5,1,2,2,0
9000115199,1,58,1,7,2,1,2,1,1,1,2,7,2,5,1,2,1,0
9000115208,1,26,1,4,2,2,2,1,2,1,2,5,2,5,1,1,1,0
9000115209,2,79,1,7,2,1,2,1,14,1,2,9,2,6,2,1,1,0
9000115211,2,87,1,7,2,2,2,1,6,1,2,6,2,6,2,0,1,0
9000115215,1,71,1,5,2,1,2,1,3,1,2,7,2,1,1,0,1,0
9000115220,1,55,2,6,1,1,1,1,16,3,1,3,1,4,1,1,3,0
9000115224,2,81,2,1,2,1,1,1,11,2,1,3,2,2,1,0,1,0
9000115226,2,52,2,3,2,3,4,2,3,1,2,7,2,6,2,1,1,0
9000115234,1,26,1,5,2,1,2,1,1,3,2,6,2,5,1,2,3,0
9000115246,1,71,2,4,1,1,1,1,4,2,1,3,1,6,2,1,1,0
9000115254,2,74,1,6,2,1,2,1,1,2,2,10,2,1,1,0,1,0
9000115264,2,43,1,6,2,2,4,1,4,1,2,7,2,6,1,2,1,0
9000115274,2,76,1,6,3,2,3,1,1,2,3,10,6,5,1,0,1,0
9000115279,1,80,1,7,1,1,2,1,24,2,1,3,1,6,2,0,1,0
9000115299,1,46,1,6,2,1,3,1,1,3,2,5,4,5,1,0,4,0
9000115311,2,39,1,4,2,2,2,1,12,2,2,6,5,5,1,0,1,0
9000115319,2,53,2,6,2,2,2,1,1,1,2,11,3,5,1,2,1,0
9000115328,1,38,1,6,2,2,3,1,8,1,2,8,3,4,1,2,1,0
9000115333,3,62,2,3,3,1,1,1,9,3,2,4,6,6,1,2,1,2
9000115340,1,76,1,3,2,1,2,1,9,2,2,4,2,6,2,0,1,0
9000115387,1,58,2,6,1,1,1,1,24,3,1,3,1,5,1,1,3,0
9000115391,2,52,1,3,2,1,3,1,7,1,2,7,3,6,2,2,4,0
9000115403,1,73,1,8,1,2,2,1,5,1,1,6,1,6,2,0,1,0
9000115407,1,61,2,4,2,2,2,1,9,1,2,9,2,6,2,2,1,0
9000115412,1,55,1,4,1,1,1,1,18,3,1,4,1,6,1,1,3,0
9000115413,1,39,2,4,1,1,1,1,12,1,1,6,1,2,1,1,2,0
9000115415,1,52,1,6,2,2,2,1,3,1,2,11,3,6,1,2,1,0
9000115423,1,70,1,5,1,2,3,1,12,3,1,1,2,1,1,1,3,0
9000115440,1,61,1,6,2,1,2,1,3,2,2,5,2,3,1,1,1,0
9000115443,2,74,2,4,2,1,3,1,1,1,2,6,2,3,1,0,1,0
9000115452,1,66,2,5,2,2,2,1,6,3,2,5,2,6,2,0,1,0
